anr,datum,Vote_Title,Keywords,swissvoteslink,anzahl,d1e1,d1e2,d1e3,d2e1,d2e2,d2e3,d3e1,d3e2,d3e3,dep,Bundesrat_Position,legislatur,Legislaturjahr,gesch_nr,entwurf_nr,curiavista-de,curiavista-fr,pa-iv,bv-pos,Nationalrat_Position,nrja,nrnein,Ständerat_Position,srja,srnein,p-evp,p-gps,p-glp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-ucsp,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,nr-wahl,w-fdp,w-sp,w-svp,w-mitte,w-evp,w-gps,w-glp,w-csp,w-pda,w-sd,w-edu,w-fps,w-lega,w-kvp,w-mcg,w-cvp,w-bdp,w-lps,w-ldu,w-poch,w-rep,w-ubrige,ja-lager,nein-lager,keinepar-summe,leer-summe,freigabe-summe,unbekannt-summe,neutral-summe,inserate-jaanteil,stand,Vote_Result,berecht,stimmen,Turnout_Percentage,leer,ungultig,gultig,Yes_Votes,No_Votes,Yes_Percentage,zh-stimmen,Zürich_Yes,Zürich_No,Zürich_Yes_Percentage,zh-annahme,be-stimmen,Bern_Yes,Bern_No,Bern_Yes_Percentage,be-annahme,lu-stimmen,Luzern_Yes,Luzern_No,Luzern_Yes_Percentage,lu-annahme,ur-stimmen,Uri_Yes,Uri_No,Uri_Yes_Percentage,ur-annahme,sz-stimmen,Schwyz_Yes,Schwyz_No,Schwyz_Yes_Percentage,sz-annahme,ow-stimmen,Obwalden_Yes,Obwalden_No,Obwalden_Yes_Percentage,ow-annahme,nw-stimmen,Nidwalden_Yes,Nidwalden_No,Nidwalden_Yes_Percentage,nw-annahme,gl-stimmen,Glarus_Yes,Glarus_No,Glarus_Yes_Percentage,gl-annahme,zg-stimmen,Zug_Yes,Zug_No,Zug_Yes_Percentage,zg-annahme,fr-stimmen,Freiburg_Yes,Freiburg_No,Freiburg_Yes_Percentage,fr-annahme,so-stimmen,Solothurn_Yes,Solothurn_No,Solothurn_Yes_Percentage,so-annahme,bs-stimmen,Basel-Stadt_Yes,Basel-Stadt_No,Basel-Stadt_Yes_Percentage,bs-annahme,bl-stimmen,Basel-Land_Yes,Basel-Land_No,Basel-Land_Yes_Percentage,bl-annahme,sh-stimmen,Schaffhausen_Yes,Schaffhausen_No,Schaffhausen_Yes_Percentage,sh-annahme,ar-stimmen,Appenzell Ausserrhoden_Yes,Appenzell Ausserrhoden_No,Appenzell Ausserrhoden_Yes_Percentage,ar-annahme,ai-stimmen,Appenzell Innerrhoden_Yes,Appenzell Innerrhoden_No,Appenzell Innerrhoden_Yes_Percentage,ai-annahme,sg-stimmen,St. Gallen_Yes,St. Gallen_No,St. Gallen_Yes_Percentage,sg-annahme,gr-stimmen,Graubünden_Yes,Graubünden_No,Graubünden_Yes_Percentage,gr-annahme,ag-stimmen,Aargau_Yes,Aargau_No,Aargau_Yes_Percentage,ag-annahme,tg-stimmen,Thurgau_Yes,Thurgau_No,Thurgau_Yes_Percentage,tg-annahme,ti-stimmen,Tessin_Yes,Tessin_No,Tessin_Yes_Percentage,ti-annahme,vd-stimmen,Waadt_Yes,Waadt_No,Waadt_Yes_Percentage,vd-annahme,vs-stimmen,Wallis_Yes,Wallis_No,Wallis_Yes_Percentage,vs-annahme,ne-stimmen,Neuenburg_Yes,Neuenburg_No,Neuenburg_Yes_Percentage,ne-annahme,ge-stimmen,Genf_Yes,Genf_No,Genf_Yes_Percentage,ge-annahme,ju-stimmen,Jura_Yes,Jura_No,Jura_Yes_Percentage,ju-annahme,bkresults-de,bkresults-fr,bfsdash-de,bfsdash-fr,bfsdash-en,bfsmap-de,bfsmap-fr,bfsmap-en,nach_cockpit_d,nach_cockpit_f,nach_cockpit_e
235.0,04.03.1973,Bundesbeschluss über die Ergänzung der Bundesverfassung betreffend die Förderung der wissenschaftlichen Forschung,.,https://swissvotes.ch/vote/235.00,2,11,11.4,.,11,11.3,.,.,.,.,2,.,39,1971-1975,11111,,https://www.parlament.ch/afs/data/d/gesch/1972/d_gesch_19720111_620.htm,https://www.parlament.ch/afs/data/f/gesch/1972/f_gesch_19720111_620.htm,0,1,1,153,0,1,26,0,1,9999,9999,1,5,9999,9999,9999,9999,9999,.,1,9999,1,1,.,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,94.87,0.00,0.00,0.00,3.20,1.93,.,.,1,1,3633517,999497,27.51,39922,2090,957485.0,617628.0,339857.0,64.51,237821,154467,71095,68.48,1,150578,94366,53308,63.90,1,31136,17847,12738,58.35,1,8395,3585,4283,45.56,0,20178,9379,9987,48.43,0,3520,1785,1646,52.03,1,5183,2602,2391,52.11,1,9351,4553,4351,51.13,1,18709,12101,5661,68.13,1,17835,11421,6141,65.03,1,29747,18738,10023,65.15,1,18762,14592,3839,79.17,1,25648,18007,7019,71.95,1,27573,14725,9343,61.18,1,10480,4820,5151,48.34,0,1987,873,1056,45.26,0,61838,30373,29020,51.14,1,23358,13178,8922,59.63,1,72505,36856,32218,53.36,1,41824,19654,19235,50.54,1,21222,18195,2528,87.80,1,44920,34529,9949,77.63,1,77121,47702,23911,66.61,1,13123,8792,4143,67.97,1,26683,24488,1899,92.80,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19730304/det235.html,https://www.bk.admin.ch/ch/f/pore/va/19730304/det235.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2292_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2292_fr.html,.,.,.,.
236.0,20.05.1973,Bundesbeschluss über die Aufhebung des Jesuiten- und des Klosterartikels der Bundesverfassung (Art. 51 und 52),.,https://swissvotes.ch/vote/236.00,1,12,12.3,.,.,.,.,.,.,.,2,.,39,1971-1975,11148,,https://www.parlament.ch/afs/data/d/gesch/1971/d_gesch_19710148_620.htm,https://www.parlament.ch/afs/data/f/gesch/1971/f_gesch_19710148_620.htm,0,1,1,143,4,1,25,0,5,9999,9999,1,5,9999,9999,9999,9999,9999,.,1,9999,1,1,.,5,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,88.47,0.00,0.00,0.00,9.60,1.93,.,.,1,1,3642756,1467494,40.29,25051,2443,1440000.0,791076.0,648924.0,54.94,379457,174676,195661,47.17,0,201312,68197,131496,34.15,0,84320,70457,13052,84.37,1,11611,10129,1248,89.03,1,23342,20637,2548,89.01,1,6411,5863,518,91.88,1,8236,6983,1167,85.68,1,8219,4134,4021,50.69,1,18121,15352,2629,85.38,1,35169,26435,8245,76.23,1,51144,34263,15875,68.34,1,56282,27883,27078,50.73,1,41120,21002,19487,51.87,1,28697,11765,14297,45.14,0,13348,5001,7991,38.49,0,3513,3286,214,93.89,1,96878,67544,27679,70.93,1,39147,24869,13457,64.89,1,108565,56494,49425,53.34,1,47487,24865,20960,54.26,1,28370,22464,5460,80.45,1,68421,23624,44263,34.80,0,38480,35251,3046,92.05,1,27747,8029,19459,29.21,0,42035,21974,19485,53.00,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19730520/det236.html,https://www.bk.admin.ch/ch/f/pore/va/19730520/det236.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2296_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2296_fr.html,.,.,.,.
237.0,02.12.1973,Bundesbeschluss über Massnahmen zur Überwachung der Preise,.,https://swissvotes.ch/vote/237.00,5,4,4.1,4.14,4,4.2,4.24,4,4.1,4.11,5,.,39,1971-1975,11460,,https://www.parlament.ch/afs/data/d/gesch/1972/d_gesch_19720460_620.htm,https://www.parlament.ch/afs/data/f/gesch/1972/f_gesch_19720460_620.htm,0,1,1,109,7,1,34,0,1,9999,9999,2,1,9999,9999,9999,9999,9999,.,1,9999,1,1,.,1,5,2,1,2,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,72.59,25.48,0.00,0.00,0.00,1.93,.,.,1,1,3665107,1283799,35.03,25076,1701,1257016.0,751173.0,505843.0,59.76,268053,169146,92950,64.54,1,207451,122268,82369,59.75,1,65960,37441,25887,59.12,1,9622,5668,3609,61.10,1,18577,9104,8650,51.28,1,4777,2380,2117,52.92,1,7230,3958,3167,55.55,1,7018,4249,2684,61.29,1,16922,9845,6947,58.63,1,29361,15045,14009,51.78,1,49315,29340,18728,61.04,1,47878,30323,16975,64.11,1,40348,24334,15666,60.84,1,27988,14199,11935,54.33,1,10773,7091,3439,67.34,1,2603,1937,621,75.72,1,81852,54484,25486,68.13,1,34077,15944,17370,47.86,0,75470,41721,32089,56.52,1,45709,28362,15713,64.35,1,42385,24309,17077,58.74,1,78517,42605,35179,54.77,1,37044,16076,20362,44.12,0,27076,14199,12628,52.93,1,47793,27145,20186,57.35,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19731202/det237.html,https://www.bk.admin.ch/ch/f/pore/va/19731202/det237.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2300_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2300_fr.html,.,.,.,.
238.0,02.12.1973,Bundesbeschluss über Massnahmen auf dem Gebiete des Kreditwesens,.,https://swissvotes.ch/vote/238.00,5,4,4.1,4.11,4,4.3,4.31,4,4.3,4.32,5,.,39,1971-1975,11460,,https://www.parlament.ch/afs/data/d/gesch/1972/d_gesch_19720460_620.htm,https://www.parlament.ch/afs/data/f/gesch/1972/f_gesch_19720460_620.htm,0,1,1,133,1,1,35,0,1,9999,9999,2,1,9999,9999,9999,9999,9999,.,1,9999,1,1,.,1,1,2,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,95.49,2.58,0.00,0.00,0.00,1.93,.,.,1,1,3665107,1282565,34.99,36398,1811,1244352.0,810307.0,434045.0,65.12,267452,183172,75172,70.90,1,207463,135813,67140,66.92,1,65929,35508,27087,56.73,1,9501,5560,3512,61.29,1,18566,8703,8909,49.42,0,4778,2141,2304,48.17,0,7227,3906,3183,55.10,1,7017,4623,2276,67.01,1,16891,10172,6452,61.19,1,29359,15204,13709,52.59,1,49315,30903,16851,64.71,1,47855,35656,11219,76.07,1,40308,27108,12587,68.29,1,27947,15376,10036,60.51,1,10826,6884,3580,65.79,1,2610,1876,679,73.42,1,81354,53308,25177,67.92,1,33961,13221,19638,40.24,0,75398,44249,28546,60.79,1,45935,28323,15332,64.88,1,42385,31181,9990,75.74,1,78524,56887,20705,73.32,1,37040,14199,22162,39.05,0,27095,19521,7266,72.87,1,47793,26821,20493,56.69,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19731202/det238.html,https://www.bk.admin.ch/ch/f/pore/va/19731202/det238.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2302_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2302_fr.html,.,.,.,.
239.0,02.12.1973,Bundesbeschluss über Massnahmen zur Stabilisierung des Baumarktes,.,https://swissvotes.ch/vote/239.00,5,4,4.1,4.11,4,4.1,4.13,.,.,.,5,.,39,1971-1975,11460,,https://www.parlament.ch/afs/data/d/gesch/1972/d_gesch_19720460_620.htm,https://www.parlament.ch/afs/data/f/gesch/1972/f_gesch_19720460_620.htm,0,1,1,127,5,1,34,0,1,9999,9999,1,1,9999,9999,9999,9999,9999,.,1,9999,1,1,.,1,1,2,1,1,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,98.07,0.00,0.00,0.00,0.00,1.93,.,.,1,1,3665107,1283243,35.01,28991,1745,1252505.0,881662.0,370843.0,70.39,267855,195213,65841,74.78,1,207483,145983,58366,71.44,1,65922,39469,23421,62.76,1,9571,5936,3259,64.56,1,18566,9680,7959,54.88,1,4777,2352,2108,52.74,1,7235,4243,2874,59.62,1,7016,4771,2133,69.10,1,16888,11016,5718,65.83,1,29360,16443,12552,56.71,1,49315,33577,14379,70.02,1,47754,37611,9410,79.99,1,40350,28695,11252,71.83,1,27971,16973,8851,65.73,1,10812,7446,3070,70.81,1,2608,1914,636,75.06,1,81441,57985,21172,73.25,1,34100,15978,17240,48.10,0,75393,48773,24650,66.43,1,46033,30750,13426,69.61,1,42385,32458,8803,78.67,1,78516,59190,18440,76.25,1,37005,14942,21345,41.18,0,27094,20713,6119,77.20,1,47791,39551,7819,83.49,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19731202/det239.html,https://www.bk.admin.ch/ch/f/pore/va/19731202/det239.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2304_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2304_fr.html,.,.,.,.
240.0,02.12.1973,"Bundesbeschluss über die Einschränkung der steuerwirksamen Abschreibungen bei den Einkommenssteuern von Bund, Kantonen und Gemeinden",.,https://swissvotes.ch/vote/240.00,5,6,6.1,6.11,4,4.1,4.11,.,.,.,5,.,39,1971-1975,11460,,https://www.parlament.ch/afs/data/d/gesch/1972/d_gesch_19720460_620.htm,https://www.parlament.ch/afs/data/f/gesch/1972/f_gesch_19720460_620.htm,0,1,1,143,0,1,34,0,1,9999,9999,1,1,9999,9999,9999,9999,9999,.,1,9999,1,1,.,1,1,2,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,98.07,0.00,0.00,0.00,0.00,1.93,.,.,1,1,3665107,1280985,34.95,52321,1918,1226748.0,834792.0,391956.0,68.05,266718,182523,69367,72.46,1,207427,140760,60871,69.81,1,65872,36249,24942,59.24,1,9515,5665,3296,63.22,1,18562,8889,8292,51.74,1,4778,2136,2216,49.08,0,7232,4010,3020,57.04,1,7015,4553,2295,66.49,1,16718,10273,5981,63.20,1,29363,16002,12664,55.82,1,49315,32112,15414,67.57,1,47635,35297,10848,76.49,1,40315,27672,11870,69.98,1,28000,15595,9428,62.32,1,10799,6844,3462,66.41,1,2605,1851,683,73.05,1,81174,54449,22974,70.33,1,34021,15398,17183,47.26,0,75131,43625,27656,61.20,1,45978,28711,14521,66.41,1,42385,31876,9132,77.73,1,78513,56816,19905,74.06,1,37029,14550,21246,40.65,0,27092,19581,6781,74.28,1,47794,39355,7909,83.27,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19731202/det240.html,https://www.bk.admin.ch/ch/f/pore/va/19731202/det240.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2306_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2306_fr.html,.,.,.,.
241.0,02.12.1973,Bundesbeschluss über einen Tierschutzartikel anstelle des bisherigen Artikels 25bis der Bundesverfassung,.,https://swissvotes.ch/vote/241.00,5,9,9.3,9.38,5,5.2,.,.,.,.,6,1,39,1971-1975,11453,,https://www.parlament.ch/afs/data/d/gesch/1972/d_gesch_19720453_620.htm,https://www.parlament.ch/afs/data/f/gesch/1972/f_gesch_19720453_620.htm,0,1,1,139,0,1,33,0,1,9999,9999,1,1,9999,9999,9999,9999,9999,.,1,9999,1,1,.,1,.,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,98.07,0.00,0.00,0.00,0.00,1.93,.,.,1,1,3665107,1282410,34.99,39855,1959,1240594.0,1041504.0,199090.0,83.95,267499,228216,28319,88.96,1,207470,173341,30681,84.96,1,65869,47399,14635,76.41,1,9567,6969,2128,76.61,1,18567,11846,5496,68.31,1,4777,3106,1318,70.21,1,7235,5507,1561,77.91,1,7015,5757,1081,84.19,1,16707,13934,2399,85.31,1,29365,23197,5515,80.79,1,49315,40641,6845,85.59,1,47935,44439,2664,94.34,1,40289,36392,3492,91.24,1,28002,22481,3480,86.60,1,10819,8871,1635,84.44,1,2591,1969,496,79.88,1,81307,67650,11087,85.92,1,33871,26201,6681,79.68,1,75371,60615,12398,83.02,1,45933,38238,5945,86.54,1,42385,37188,3894,90.52,1,78521,53562,22611,70.32,1,37012,24063,11708,67.27,1,27095,21772,4586,82.60,1,47791,38060,8425,81.88,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19731202/det241.html,https://www.bk.admin.ch/ch/f/pore/va/19731202/det241.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2308_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2308_fr.html,.,.,.,.
242.0,20.10.1974,Volksinitiative «gegen die Überfremdung und Überbevölkerung der Schweiz»,Dritte «Überfremdungsinitiative»,https://swissvotes.ch/vote/242.00,1,10,10.3,10.31,.,.,.,.,.,.,3,2,39,1971-1975,11821,,https://www.parlament.ch/afs/data/d/gesch/1973/d_gesch_19730821_620.htm,https://www.parlament.ch/afs/data/f/gesch/1973/f_gesch_19730821_620.htm,0,2,2,4,121,2,0,31,2,9999,9999,2,1,9999,9999,9999,9999,9999,.,2,9999,2,2,.,2,2,2,2,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,3.20,94.87,0.00,0.00,0.00,1.93,.,.,0,0,3702498,2604051,70.33,28338,5190,2570523.0,878891.0,1691632.0,34.19,488796,171228,313405,35.33,0,410134,165136,238904,40.87,0,122189,46852,74385,38.64,0,14428,6274,7895,44.28,0,35230,14413,20547,41.23,0,9269,3326,5855,36.23,0,11864,4615,7118,39.33,0,15395,5890,9448,38.40,0,30531,10459,19782,34.59,0,71729,24003,46844,33.88,0,98718,38494,58229,39.80,0,101656,40909,59367,40.80,0,92040,29045,61709,32.00,0,34155,9747,23471,29.34,0,18801,6257,12273,33.77,0,4730,1893,2782,40.49,0,148212,53232,92650,36.49,0,59203,15859,42605,27.13,0,174614,61626,111364,35.62,0,73784,21688,50991,29.84,0,100271,25066,73626,25.40,0,206455,53877,150140,26.41,0,79069,22261,55907,28.48,0,68851,17267,50723,25.40,0,133610,31144,99625,23.82,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19741020/det242.html,https://www.bk.admin.ch/ch/f/pore/va/19741020/det242.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2312_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2312_fr.html,.,.,.,.
243.0,08.12.1974,Bundesbeschluss zur Verbesserung des Bundeshaushalts,.,https://swissvotes.ch/vote/243.00,3,6,6.1,6.11,6,6.4,.,.,.,.,5,.,39,1971-1975,11936,,https://www.parlament.ch/afs/data/d/gesch/1974/d_gesch_19740936_620.htm,https://www.parlament.ch/afs/data/f/gesch/1974/f_gesch_19740936_620.htm,0,1,1,145,4,1,27,1,1,9999,9999,2,2,9999,9999,9999,9999,9999,.,1,9999,1,2,2,2,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,80.41,17.75,0.00,0.00,0.00,1.84,.,.,0,0,3706105,1466781,39.58,54804,2303,1409674.0,625780.0,783894.0,44.39,271505,126850,132796,48.85,0,257799,103494,146560,41.39,0,71076,28085,40840,40.75,0,10034,4733,4877,49.25,0,21272,7667,13101,36.92,0,5746,2440,3184,43.39,0,7846,3572,4016,47.07,0,7971,3749,3999,48.39,0,16986,6516,10117,39.18,0,37336,16652,18992,46.72,0,58316,22251,33849,39.66,0,51361,23568,25756,47.78,0,51501,22099,27584,44.48,0,29921,15246,11612,56.77,1,11967,5307,6288,45.77,0,2957,1254,1616,43.69,0,86327,35786,48128,42.65,0,35159,19352,14404,57.33,1,93656,32668,57036,36.42,0,48617,19407,26971,41.85,0,50108,25124,22962,52.25,1,99868,48491,46987,50.79,1,46753,18541,25858,41.76,0,36537,13282,22058,37.58,0,56111,19646,34252,36.45,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19741208/det243.html,https://www.bk.admin.ch/ch/f/pore/va/19741208/det243.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2316_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2316_fr.html,.,.,.,.
244.0,08.12.1974,Bundesbeschluss über die Erschwerung von Ausgabenbeschlüssen,.,https://swissvotes.ch/vote/244.00,3,6,6.3,.,1,1.2,1.23,1,1.3,1.32,5,.,39,1971-1975,11936,,https://www.parlament.ch/afs/data/d/gesch/1974/d_gesch_19740936_620.htm,https://www.parlament.ch/afs/data/f/gesch/1974/f_gesch_19740936_620.htm,0,1,1,110,46,1,19,7,1,9999,9999,2,1,9999,9999,9999,9999,9999,.,1,9999,1,5,2,2,1,1,1,2,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,60.71,29.82,0.00,0.00,7.63,1.84,.,.,1,1,3706105,1465234,39.54,67782,2583,1394869.0,934633.0,460236.0,67.01,270633,196686,57023,77.52,1,257799,162179,86565,65.20,1,71067,37286,30830,54.74,1,10027,5694,3800,59.97,1,21252,11000,9446,53.80,1,5748,2840,2677,51.48,1,7810,4914,2565,65.70,1,7974,4676,2971,61.15,1,17020,11429,5014,69.51,1,37336,24822,10751,69.78,1,58316,35084,20719,62.87,1,51309,38819,10226,79.15,1,51389,38370,11061,77.62,1,29849,19693,6801,74.33,1,11995,7551,3957,65.62,1,2956,1630,1186,57.88,1,86239,58219,24926,70.02,1,35004,22766,10427,68.59,1,93798,56700,31898,64.00,1,48535,30640,15252,66.77,1,50108,25395,22253,53.30,1,99680,63448,31118,67.09,1,46756,25213,19424,56.48,1,36532,20726,14372,59.05,1,56111,28863,24973,53.61,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19741208/det244.html,https://www.bk.admin.ch/ch/f/pore/va/19741208/det244.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2318_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2318_fr.html,.,.,.,.
245.1,08.12.1974,"Volksbegehren für die soziale Krankenversicherung und die Änderung der Bundesverfassung auf dem Gebiet der Kranken-, Unfall- und Mutterschaftsversicherung",.,https://swissvotes.ch/vote/245.10,3,10,10.2,10.24,.,.,.,.,.,.,2,2,39,1971-1975,11572,,https://www.parlament.ch/afs/data/d/gesch/1973/d_gesch_19730572_620.htm,https://www.parlament.ch/afs/data/f/gesch/1973/f_gesch_19730572_620.htm,0,2,2,15,93,2,1,25,5,9999,9999,1,2,9999,9999,9999,9999,9999,.,2,9999,2,2,1,2,2,2,2,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,25.57,70.45,0.00,0.00,2.15,1.84,.,.,0,0,3706105,1472162,39.72,19731,14094,1438337.0,384155.0,1010103.0,26.71,273102,63466,195110,23.75,0,257799,72470,176896,28.56,0,71088,11276,55865,16.29,0,10234,1615,7943,16.49,0,21279,2882,17143,13.90,0,5748,519,4853,9.24,0,7861,1247,6264,16.25,0,7983,1522,5955,19.63,0,17150,2817,13606,16.58,0,37343,12139,22882,33.60,0,58316,15833,39361,27.79,0,51472,16925,30497,33.44,0,51756,14624,34243,28.72,0,30053,6341,19849,22.61,0,12077,1574,9848,13.32,0,2967,243,2529,8.44,0,86829,13856,68199,16.30,0,35546,6803,25179,19.82,0,94488,20763,69299,22.36,0,48707,8462,37045,18.00,0,50108,23377,24921,47.60,0,100891,35826,58857,36.67,0,46749,14136,29385,31.39,0,36507,15224,19983,42.54,0,56111,20215,34390,36.43,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19741208/det245.html,https://www.bk.admin.ch/ch/f/pore/va/19741208/det245.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2320_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2320_fr.html,.,.,.,.
245.2,08.12.1974,Gegenentwurf zur Volksinitiative «Soziale Krankenversicherung»,.,https://swissvotes.ch/vote/245.20,3,10,10.2,10.24,.,.,.,.,.,.,2,.,39,1971-1975,11572,,https://www.parlament.ch/afs/data/d/gesch/1973/d_gesch_19730572_620.htm,https://www.parlament.ch/afs/data/f/gesch/1973/f_gesch_19730572_620.htm,0,1,1,93,15,1,25,1,.,9999,9999,.,.,9999,9999,9999,9999,9999,.,.,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1971,21.80,22.90,11.07,.,2.15,.,.,0.30,2.58,3.20,.,.,.,.,.,20.30,.,2.19,7.63,0.09,4.25,1.54,21.80,22.90,0.00,0.00,0.00,55.30,.,.,0,0,3706105,1472162,39.72,19731,14094,1438337.0,457923.0,883179.0,31.84,273102,104489,145004,39.11,0,257799,62884,176331,24.79,0,71088,19011,46117,27.46,0,10234,3828,5539,39.09,0,21279,5479,13898,26.43,0,5748,2100,3190,37.41,0,7861,3109,4175,40.50,0,7983,2411,4787,31.09,0,17150,6231,9819,36.67,0,37343,11349,22156,31.41,0,58316,16735,37060,29.38,0,51472,18521,25866,36.59,0,51756,18326,27324,36.00,0,30053,13180,11462,47.00,0,12077,3642,7517,30.83,0,2967,1126,1588,39.10,0,86829,32909,47232,38.72,0,35546,15279,16243,44.52,0,94488,28768,58504,30.98,0,48707,16182,27837,34.42,0,50108,16798,30392,34.20,0,100891,27461,61078,28.11,0,46749,8801,31831,19.54,0,36507,5224,28573,14.60,0,56111,14080,39655,25.38,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/19741208/det245.html,https://www.bk.admin.ch/ch/f/pore/va/19741208/det245.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2322_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2322_fr.html,.,.,.,.
